name,clusterName,id
Global System for Mobile Communications (GSM),Information Technology: Telecommunications;Specialised Skills,3062
Engineering Specifications,Engineering: Engineering Management;Specialised Skills,3063
YAML,Information Technology: Data Management;Specialised Skills,3064
Biologics,Science and Research: Biopharmaceutical Manufacturing;Specialised Skills,3065
Pharmacokinetics,Health Care: Pharmacy;Specialised Skills,3066
Pharmacology,Science and Research: Drug Development;Specialised Skills,3067
Toxicology,Science and Research: Chemical Analysis;Specialised Skills,3068
Foreign Exchange Risks,Specialised Skills,3069
Withdrawal Symptoms,Specialised Skills,3070
Clinical Data Management,Health Care: Clinical Data Management;Specialised Skills,3071
Alteryx,Analysis: Data Analysis;Specialised Skills,3072
Microsoft Dynamics AX,Analysis: Business Intelligence Software;Specialised Skills,3073
Resource Planning,Supply Chain and Logistics: Supply Chain Management;Specialised Skills,3074
Russian,Specialised Skills,3075
General Ledger Accounting,Finance: General Accounting;Specialised Skills,3076
Animal Models,Health Care: Medical Research;Specialised Skills,3077
Biomedical Research,Science and Research: Molecular Biology;Specialised Skills,3078
Stem Cell Research,Specialised Skills,3079
Western Blot,Science and Research: Molecular Biology;Specialised Skills,3080
Working With Patient And/Or Condition: Metabolism,Health Care: Nutrition and Diet;Specialised Skills,3081
Working With Patient And/Or Condition: Borderline Personality Disorder,Specialised Skills,3082
Human Machine Interface (HMI),Design: User Interface and User Experience (UI/UX) Design;Specialised Skills,3083
Siemens Plc,Manufacturing and Production: Computer-Aided Manufacturing;Specialised Skills,3084
Fagan,Specialised Skills,3085
Electrical Tools,"Maintenance, Repair, and Installation: Power Tools;Specialised Skills",3086
Electroencephalography (EEG),Health Care: Neurology;Specialised Skills,3087
Neuroimmunology,Specialised Skills,3088
Distributed Computing,Information Technology: Distributed Computing;Specialised Skills,3089
Information Retrieval,Specialised Skills,3090
Lotus Notes,Information Technology: Productivity Software;Specialised Skills,3091
Electronic Management System,Specialised Skills,3092
Computerised Payroll Systems,Specialised Skills,3093
Acquisition Campaigns,Marketing and Public Relations: Promotions and Campaigns;Specialised Skills,3094
Advertising Industry Knowledge,Specialised Skills,3095
Union Organising,Specialised Skills,3096
Brand Identity,Marketing and Public Relations: Brand Management;Specialised Skills,3097
Following SOPs,Business: Operations Management;Specialised Skills,3098
Critical Care Unit (CCU) Experience,Health Care: Pediatrics;Specialised Skills,3099
Switchboard Operator,Administration: Telephone Skills;Specialised Skills,3100
Telephone Technical Support,Information Technology: Technical Support;Specialised Skills,3101
Local Anaesthetics,Health Care: Anesthesiology;Specialised Skills,3102
Energy Markets,Energy and Utilities: Energy Solutions;Specialised Skills,3103
Energy Trading,Energy and Utilities: Energy Solutions;Specialised Skills,3104
Apache Jmeter,Information Technology: Software Quality Assurance;Specialised Skills,3105
Legal File Management,Specialised Skills,3106
Document Shredding,Administration: General Administrative and Clerical Tasks;Specialised Skills,3107
Rockwell Automation,Engineering: Automation Engineering;Specialised Skills,3108
Child Psychology,Personal Care and Services: Child Care;Specialised Skills,3109
Electrical Fixtures,Architecture and Construction: Electrical Construction;Specialised Skills,3110
Wiring Repair,"Maintenance, Repair, and Installation: Basic Electrical Systems;Specialised Skills",3111
Margin Goals,Sales: General Sales;Specialised Skills,3112
Compounding Pharmacy,Health Care: Pharmacy;Specialised Skills,3113
Procure-To-Pay,Supply Chain and Logistics: Procurement;Specialised Skills,3114
Highway Construction,Architecture and Construction: Road and Bridge Construction;Specialised Skills,3115
Document Archival,Specialised Skills,3116
Nurturing Environment,Personal Care and Services: Child Care;Specialised Skills,3117
Water Sampling,Environment: Water Testing and Treatment;Specialised Skills,3118
Network Installation,Information Technology: General Networking;Specialised Skills,3119
Network Interface Card,Information Technology: Networking Hardware;Specialised Skills,3120
Equipment Selection,Engineering: Industrial Engineering;Specialised Skills,3121
Marketing Copy,Marketing and Public Relations: Marketing Management;Specialised Skills,3122
Value Selling,Sales: Prospecting and Qualification;Specialised Skills,3123
virtual sales,Sales: Specialised Sales;Specialised Skills,3124
Phone Systems,Administration: Office Machines;Specialised Skills,3125
Management Information System (MIS),Information Technology: Management Information System (MIS);Specialised Skills,3126
Annual Reports,Finance: Financial Reporting;Specialised Skills,3127
Sales Principles,Sales: General Sales;Specialised Skills,3128
Vestibular,"Health Care: Ear, Nose, and Throat;Specialised Skills",3129
Business-to-consumer Sales,Specialised Skills,3130
Hyperion,Information Technology: Enterprise Resource Planning (ERP);Specialised Skills,3131
Suspension Repair,"Maintenance, Repair, and Installation: Vehicle Repair and Maintenance;Specialised Skills",3132
Policy Proposal,Education and Training: Program Management;Specialised Skills,3133
Digital Radiography,Specialised Skills,3134
Trim Carpentry,Architecture and Construction: Carpentry;Specialised Skills,3135
Flow Diagrams,Business: Business Process and Analysis;Specialised Skills,3136
Sales Automation Software,Marketing and Public Relations: Customer Relationship Management (CRM);Specialised Skills,3137
Software Defined Data Centre (SDDC),Information Technology: Virtual Machines (VM);Specialised Skills,3138
Schematics Reading,"Maintenance, Repair, and Installation: Schematic Diagrams;Specialised Skills",3139
Prosthetic,Health Care: Mobility Assistance;Specialised Skills,3140
Illustration,Design: Art and Illustration;Specialised Skills,3141
Caseware,Finance: Accounting and Finance Software;Specialised Skills,3142
Smallworld,Specialised Skills,3143
Material Flow Management,Supply Chain and Logistics: Supply Chain Management;Specialised Skills,3144
Waste reduction,Environment: Waste Management;Specialised Skills,3145
Bike Industry Knowledge,Finance: Billing and Invoicing;Specialised Skills,3146
Preparation Of Demonstrations,Information Technology: Web Development;Specialised Skills,3147
Clean Energy,Energy and Utilities: Clean Energy;Specialised Skills,3148
Hospital Pharmacy Experience,Health Care: Pharmacy;Specialised Skills,3149
Receiving,Supply Chain and Logistics: General Shipping and Receiving;Specialised Skills,3150
VMware ESXi,Information Technology: Network File System (NFS);Specialised Skills,3151
Indonesian,Specialised Skills,3152
Maori or Pacific Descent,Common Skills,3153
Fortify (Software),Information Technology: Application Security;Specialised Skills,3154
Instrument Sales,Sales: Specialised Sales;Specialised Skills,3155
Health Records,Specialised Skills,3156
GoldMine CRM,Marketing and Public Relations: Customer Relationship Management (CRM);Specialised Skills,3157
Breast Cancer Knowledge,Health Care: Oncology;Specialised Skills,3158
Quickbooks,Finance: Accounting and Finance Software;Specialised Skills,3159
MAYA,Design: Graphic and Visual Design Software;Specialised Skills,3160
OS X,Specialised Skills,3161
Zabbix,Specialised Skills,3162
Storm Water Treatment,Specialised Skills,3163
Liver Disease knowledge,Specialised Skills,3164
System Security Plans,Information Technology: Cybersecurity;Specialised Skills,3165
Educational Materials Development,Education and Training: Instructional and Curriculum Design;Specialised Skills,3166
MVC Framework,Information Technology: Web Development;Specialised Skills,3167
Model-View-Controller (MVC),Information Technology: Software Development Principles;Specialised Skills,3168
Phonegap Application Development,Information Technology: Mobile Development;Specialised Skills,3169
Test Development,Information Technology: Test Automation;Specialised Skills,3170
Kenshoo,Marketing and Public Relations: Marketing Software;Specialised Skills,3171
Performance & Scalability Design,Information Technology: IT Management;Specialised Skills,3172
SSL,Information Technology: Network Protocols;Specialised Skills,3173
Energy Engineering,Energy and Utilities: Energy Management;Specialised Skills,3174
Bedside Manner,Health Care: Basic Patient Care;Specialised Skills,3175
Protocol Development,Health Care: Health Care Procedure and Regulation;Specialised Skills,3176
Life Insurance Sales,Sales: Insurance Sales;Specialised Skills,3177
Backbone.js,Information Technology: Web Development;Specialised Skills,3178
SABA Learning Management System,Education and Training: Learning Management Systems;Specialised Skills,3179
Osteopathy,Health Care: Alternative Therapy;Specialised Skills,3180
Design-Build,Architecture and Construction: Construction Management;Specialised Skills,3181
Professional Engineer,Engineering: Engineering Software;Specialised Skills,3182
Customer Profiling,Marketing and Public Relations: Market Analysis;Specialised Skills,3183
Asset Allocation,Finance: Investment Management;Specialised Skills,3184
Corporate Marketing,Marketing and Public Relations: General Marketing;Specialised Skills,3185
Tealium,Marketing and Public Relations: Marketing Software;Specialised Skills,3186
Advertising Sales,Sales: Specialised Sales;Specialised Skills,3187
Services Marketing,Marketing and Public Relations: General Marketing;Specialised Skills,3188
Flask,Information Technology: Web Development;Specialised Skills,3189
Transport Layer Security (TLS),Specialised Skills,3190
Electrical Control,Architecture and Construction: Electrical Construction;Specialised Skills,3191
Long-Term Evolution (LTE) Standard,Information Technology: Telecommunications;Specialised Skills,3192
Escalation Management,Business: Business Management;Specialised Skills,3193
Catheterisation,Health Care: Advanced Patient Care;Specialised Skills,3194
Managing Student Data,Education and Training: Education Administration;Specialised Skills,3195
Laboratory Procedures,Science and Research: Laboratory Research;Specialised Skills,3196
Behaviour Therapy,Health Care: Mental Health Therapies;Specialised Skills,3197
S-Plus,Analysis: Statistical Software;Specialised Skills,3198
Equipment / Instrument Sterilisation,Specialised Skills,3199
Furniture Industry Knowledge,Specialised Skills,3200
Furniture Sales,Sales: Specialised Sales;Specialised Skills,3201
Fiction Writing,Media and Writing: Writing;Specialised Skills,3202
Information Literacy,Education and Training: Library and Cataloging;Specialised Skills,3203
Integrated Library Systems,Specialised Skills,3204
Oracle Exadata,Information Technology: Networking Hardware;Specialised Skills,3205
Salesforce Service Cloud,Specialised Skills,3206
Salesforce.Com Service Cloud,Information Technology: Cloud Solutions;Specialised Skills,3207
Digital Payments,Specialised Skills,3208
Payments Industry Knowledge,Specialised Skills,3209
Digital Journalism,Specialised Skills,3210
Buprenorphine,Specialised Skills,3211
Benzodiazepines,Specialised Skills,3212
Mean Stack,Information Technology: Web Development;Specialised Skills,3213
POS Software,Specialised Skills,3214
Autonomous Systems,Specialised Skills,3215
Material Requirement Planning (MRP),Supply Chain and Logistics: Supply Chain Planning;Specialised Skills,3216
